year,Year2,Indicator,Country,Value
1973,01/01/1973,Urban population,India,122837876
1973,01/01/1973,Urban population,Italy,35720365
1973,01/01/1973,Urban population,Japan,80216234
1973,01/01/1973,Urban population,South Korea,15391092
1973,01/01/1973,Urban population,Mexico,34514970
1973,01/01/1973,Urban population,Russia,86061054
1973,01/01/1973,Urban population,Saudi Arabia,3672227
1973,01/01/1973,Urban population,Turkey,15085613
1973,01/01/1973,Urban population,United States,156034954
1973,01/01/1973,Urban population,South Africa,11475657
1974,01/01/1974,Agricultural land (sq. km),Argentina,1287760
1974,01/01/1974,Agricultural land (sq. km),Australia,4877270
1974,01/01/1974,Agricultural land (sq. km),Brazil,2100430
1974,01/01/1974,Agricultural land (sq. km),Canada,685190
1974,01/01/1974,Agricultural land (sq. km),China,3961000
1974,01/01/1974,Agricultural land (sq. km),Germany,188210
1974,01/01/1974,Agricultural land (sq. km),European Union,2001457
1974,01/01/1974,Agricultural land (sq. km),France,324420
1974,01/01/1974,Agricultural land (sq. km),United Kingdom,186380
1974,01/01/1974,Agricultural land (sq. km),Indonesia,383000
1974,01/01/1974,Agricultural land (sq. km),India,1792820
1974,01/01/1974,Agricultural land (sq. km),Italy,175020
1974,01/01/1974,Agricultural land (sq. km),Japan,64150
1974,01/01/1974,Agricultural land (sq. km),South Korea,22680
1974,01/01/1974,Agricultural land (sq. km),Mexico,975510
1974,01/01/1974,Agricultural land (sq. km),Russia,2216310
1974,01/01/1974,Agricultural land (sq. km),Saudi Arabia,866400
1974,01/01/1974,Agricultural land (sq. km),Turkey,383280
1974,01/01/1974,Agricultural land (sq. km),United States,4301580
1974,01/01/1974,Agricultural land (sq. km),South Africa,948050
1974,01/01/1974,CO2 emissions (kt),Argentina,95569.354
1974,01/01/1974,CO2 emissions (kt),Australia,172356.334
1974,01/01/1974,CO2 emissions (kt),Brazil,143456.707
1974,01/01/1974,CO2 emissions (kt),Canada,389970.782
1974,01/01/1974,CO2 emissions (kt),China,988014.478
1974,01/01/1974,CO2 emissions (kt),Germany,929973.202
1974,01/01/1974,CO2 emissions (kt),European Union,4142868.585
1974,01/01/1974,CO2 emissions (kt),France,499071.366
1974,01/01/1974,CO2 emissions (kt),United Kingdom,617607.141
1974,01/01/1974,CO2 emissions (kt),Indonesia,51260.993
1974,01/01/1974,CO2 emissions (kt),India,231992.755
1974,01/01/1974,CO2 emissions (kt),Italy,359406.337
1974,01/01/1974,CO2 emissions (kt),Japan,915873.587
1974,01/01/1974,CO2 emissions (kt),South Korea,75686.88
1974,01/01/1974,CO2 emissions (kt),Mexico,155007.757
1974,01/01/1974,CO2 emissions (kt),Russia,2078668.286
1974,01/01/1974,CO2 emissions (kt),Saudi Arabia,98788.98
1974,01/01/1974,CO2 emissions (kt),Turkey,61136.224
1974,01/01/1974,CO2 emissions (kt),United States,4598487.673
1974,01/01/1974,CO2 emissions (kt),South Africa,176734.732
1974,01/01/1974,Forest area (sq. km),Argentina,347930
1974,01/01/1974,Forest area (sq. km),Australia,1285410
1974,01/01/1974,Forest area (sq. km),Brazil,5467050
1974,01/01/1974,Forest area (sq. km),Canada,3482730
1974,01/01/1974,Forest area (sq. km),China,1571405.938
1974,01/01/1974,Forest area (sq. km),Germany,113000
1974,01/01/1974,Forest area (sq. km),European Union,1479241.502
1974,01/01/1974,Forest area (sq. km),France,144360
1974,01/01/1974,Forest area (sq. km),United Kingdom,27780
1974,01/01/1974,Forest area (sq. km),Indonesia,1185450
1974,01/01/1974,Forest area (sq. km),India,639390
1974,01/01/1974,Forest area (sq. km),Italy,75900
1974,01/01/1974,Forest area (sq. km),Japan,249500
1974,01/01/1974,Forest area (sq. km),South Korea,63700
1974,01/01/1974,Forest area (sq. km),Mexico,697600
1974,01/01/1974,Forest area (sq. km),Russia,8089500
1974,01/01/1974,Forest area (sq. km),Saudi Arabia,9770
1974,01/01/1974,Forest area (sq. km),Turkey,96220
1974,01/01/1974,Forest area (sq. km),United States,3024500
1974,01/01/1974,Forest area (sq. km),South Africa,92410
1974,01/01/1974,Population,Argentina,25462302
1974,01/01/1974,Population,Australia,13723000
1974,01/01/1974,Population,Brazil,104706198
1974,01/01/1974,Population,Canada,22807969
1974,01/01/1974,Population,China,900350000
1974,01/01/1974,Population,Germany,78967433
1974,01/01/1974,Population,European Union,452179363
1974,01/01/1974,Population,France,53592233
1974,01/01/1974,Population,United Kingdom,56229974
1974,01/01/1974,Population,Indonesia,127422211
1974,01/01/1974,Population,India,608802600
1974,01/01/1974,Population,Italy,55110868
1974,01/01/1974,Population,Japan,110162000
1974,01/01/1974,Population,South Korea,34692266
1974,01/01/1974,Population,Mexico,57966804
1974,01/01/1974,Population,Russia,133432000
1974,01/01/1974,Population,Saudi Arabia,7054532
1974,01/01/1974,Population,Turkey,38370283
1974,01/01/1974,Population,United States,213854000
1974,01/01/1974,Population,South Africa,24552540
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,229456.38
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Australia,355842.865
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1098489.802
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Canada,538398.95
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),China,2073854.51
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1336033.72
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5837678.03
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),France,674903
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,823515.68
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,329453.15
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),India,796885.36
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Italy,444569.749
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1124069.401
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,112906.55
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,266400.717
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2531226.89
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,171400.4395
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,118498.562
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),United States,5756864.1
1974,01/01/1974,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,275680.14
1974,01/01/1974,Urban population,Argentina,20514213
1974,01/01/1974,Urban population,Australia,11614598
1974,01/01/1974,Urban population,Brazil,62641530
1974,01/01/1974,Urban population,Canada,17272703
1974,01/01/1974,Urban population,China,155688522
1974,01/01/1974,Urban population,Germany,57253758
1974,01/01/1974,Urban population,European Union,303535606
1974,01/01/1974,Urban population,France,38934757
1974,01/01/1974,Urban population,United Kingdom,43590038
1974,01/01/1974,Urban population,Indonesia,23946456
1974,01/01/1974,Urban population,India,127793754
1974,01/01/1974,Urban population,Italy,36065654
1974,01/01/1974,Urban population,Japan,82593959
1974,01/01/1974,Urban population,South Korea,16159311
1974,01/01/1974,Urban population,Mexico,35952171
1974,01/01/1974,Urban population,Russia,87600777
1974,01/01/1974,Urban population,Saudi Arabia,4000202
1974,01/01/1974,Urban population,Turkey,15701120
1974,01/01/1974,Urban population,United States,157488501
1974,01/01/1974,Urban population,South Africa,11797250
1975,01/01/1975,Agricultural land (sq. km),Argentina,1286500
1975,01/01/1975,Agricultural land (sq. km),Australia,4868370
1975,01/01/1975,Agricultural land (sq. km),Brazil,2134160
1975,01/01/1975,Agricultural land (sq. km),Canada,684720
1975,01/01/1975,Agricultural land (sq. km),China,4007100
1975,01/01/1975,Agricultural land (sq. km),Germany,187920
1975,01/01/1975,Agricultural land (sq. km),European Union,1995956.001
1975,01/01/1975,Agricultural land (sq. km),France,323570
1975,01/01/1975,Agricultural land (sq. km),United Kingdom,185830
1975,01/01/1975,Agricultural land (sq. km),Indonesia,382560
1975,01/01/1975,Agricultural land (sq. km),India,1796940
1975,01/01/1975,Agricultural land (sq. km),Italy,175170
1975,01/01/1975,Agricultural land (sq. km),Japan,62730
1975,01/01/1975,Agricultural land (sq. km),South Korea,22720
1975,01/01/1975,Agricultural land (sq. km),Mexico,975510
1975,01/01/1975,Agricultural land (sq. km),Russia,2216310
1975,01/01/1975,Agricultural land (sq. km),Saudi Arabia,866840
1975,01/01/1975,Agricultural land (sq. km),Turkey,379620
1975,01/01/1975,Agricultural land (sq. km),United States,4301580
1975,01/01/1975,Agricultural land (sq. km),South Africa,945850
1975,01/01/1975,CO2 emissions (kt),Argentina,94931.296
1975,01/01/1975,CO2 emissions (kt),Australia,175883.988
1975,01/01/1975,CO2 emissions (kt),Brazil,151164.741
1975,01/01/1975,CO2 emissions (kt),Canada,397143.434
1975,01/01/1975,CO2 emissions (kt),China,1145607.47
1975,01/01/1975,CO2 emissions (kt),Germany,929973.202
1975,01/01/1975,CO2 emissions (kt),European Union,4065317.555
1975,01/01/1975,CO2 emissions (kt),France,446919.292
1975,01/01/1975,CO2 emissions (kt),United Kingdom,603643.205
1975,01/01/1975,CO2 emissions (kt),Indonesia,53963.572
1975,01/01/1975,CO2 emissions (kt),India,252201.592
1975,01/01/1975,CO2 emissions (kt),Italy,342310.783
1975,01/01/1975,CO2 emissions (kt),Japan,870072.757
1975,01/01/1975,CO2 emissions (kt),South Korea,81829.105
1975,01/01/1975,CO2 emissions (kt),Mexico,164472.284
1975,01/01/1975,CO2 emissions (kt),Russia,2078668.286
1975,01/01/1975,CO2 emissions (kt),Saudi Arabia,83336.242
1975,01/01/1975,CO2 emissions (kt),Turkey,65697.972
1975,01/01/1975,CO2 emissions (kt),United States,4406329.539
1975,01/01/1975,CO2 emissions (kt),South Africa,185201.835
1975,01/01/1975,Forest area (sq. km),Argentina,347930
1975,01/01/1975,Forest area (sq. km),Australia,1285410
1975,01/01/1975,Forest area (sq. km),Brazil,5467050
1975,01/01/1975,Forest area (sq. km),Canada,3482730
1975,01/01/1975,Forest area (sq. km),China,1571405.938
1975,01/01/1975,Forest area (sq. km),Germany,113000
1975,01/01/1975,Forest area (sq. km),European Union,1479241.502
1975,01/01/1975,Forest area (sq. km),France,144360
1975,01/01/1975,Forest area (sq. km),United Kingdom,27780
1975,01/01/1975,Forest area (sq. km),Indonesia,1185450
1975,01/01/1975,Forest area (sq. km),India,639390
1975,01/01/1975,Forest area (sq. km),Italy,75900
1975,01/01/1975,Forest area (sq. km),Japan,249500
1975,01/01/1975,Forest area (sq. km),South Korea,63700
1975,01/01/1975,Forest area (sq. km),Mexico,697600
1975,01/01/1975,Forest area (sq. km),Russia,8089500
1975,01/01/1975,Forest area (sq. km),Saudi Arabia,9770
1975,01/01/1975,Forest area (sq. km),Turkey,96220
1975,01/01/1975,Forest area (sq. km),United States,3024500
1975,01/01/1975,Forest area (sq. km),South Africa,92410
1975,01/01/1975,Population,Argentina,25865776
1975,01/01/1975,Population,Australia,13893000
1975,01/01/1975,Population,Brazil,107216205
1975,01/01/1975,Population,Canada,23143275
1975,01/01/1975,Population,China,916395000
1975,01/01/1975,Population,Germany,78673554
1975,01/01/1975,Population,European Union,454542377
1975,01/01/1975,Population,France,53931390
1975,01/01/1975,Population,United Kingdom,56225800
1975,01/01/1975,Population,Indonesia,130680727
1975,01/01/1975,Population,India,623102897
1975,01/01/1975,Population,Italy,55441001
1975,01/01/1975,Population,Japan,111940000
1975,01/01/1975,Population,South Korea,35280725
1975,01/01/1975,Population,Mexico,59607953
1975,01/01/1975,Population,Russia,134200000
1975,01/01/1975,Population,Saudi Arabia,7419493
1975,01/01/1975,Population,Turkey,39277258
1975,01/01/1975,Population,United States,215973000
1975,01/01/1975,Population,South Africa,25195187
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,233416.77
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Australia,377568.654
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1214606.743
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Canada,529890.87
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),China,2264422.92
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1273609.66
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5732401.553
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),France,634882.235
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,809418.44
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,329119.33
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),India,827298.045
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Italy,425696.331
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1067710.651
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,120964.237
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,280289.646
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2692997.65
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,140263.476
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,126182.61
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),United States,5539255.42
1975,01/01/1975,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,294054.847
1975,01/01/1975,Urban population,Argentina,20943260
1975,01/01/1975,Urban population,Australia,11780153
1975,01/01/1975,Urban population,Brazil,65175659
1975,01/01/1975,Urban population,Canada,17498862
1975,01/01/1975,Urban population,China,159452730
1975,01/01/1975,Urban population,Germany,57085531
1975,01/01/1975,Urban population,European Union,306519776
1975,01/01/1975,Urban population,France,39330005
1975,01/01/1975,Urban population,United Kingdom,43677888
1975,01/01/1975,Urban population,Indonesia,25243596
1975,01/01/1975,Urban population,India,132920310
1975,01/01/1975,Urban population,Italy,36393136
1975,01/01/1975,Urban population,Japan,84756490
1975,01/01/1975,Urban population,South Korea,16946391
1975,01/01/1975,Urban population,Mexico,37409355
1975,01/01/1975,Urban population,Russia,89145034
1975,01/01/1975,Urban population,Saudi Arabia,4329200
1975,01/01/1975,Urban population,Turkey,16333841
1975,01/01/1975,Urban population,United States,159070594
1975,01/01/1975,Urban population,South Africa,12121153
1976,01/01/1976,Agricultural land (sq. km),Argentina,1285240
1976,01/01/1976,Agricultural land (sq. km),Australia,4877730
1976,01/01/1976,Agricultural land (sq. km),Brazil,2160070
1976,01/01/1976,Agricultural land (sq. km),Canada,684250
1976,01/01/1976,Agricultural land (sq. km),China,4066600
1976,01/01/1976,Agricultural land (sq. km),Germany,187580
1976,01/01/1976,Agricultural land (sq. km),European Union,1990212.999
1976,01/01/1976,Agricultural land (sq. km),France,320210
1976,01/01/1976,Agricultural land (sq. km),United Kingdom,185680
1976,01/01/1976,Agricultural land (sq. km),Indonesia,380460
1976,01/01/1976,Agricultural land (sq. km),India,1796490
1976,01/01/1976,Agricultural land (sq. km),Italy,175290
1976,01/01/1976,Agricultural land (sq. km),Japan,62360
1976,01/01/1976,Agricultural land (sq. km),South Korea,22700
1976,01/01/1976,Agricultural land (sq. km),Mexico,975510
1976,01/01/1976,Agricultural land (sq. km),Russia,2216310
1976,01/01/1976,Agricultural land (sq. km),Saudi Arabia,867500
1976,01/01/1976,Agricultural land (sq. km),Turkey,379030
1976,01/01/1976,Agricultural land (sq. km),United States,4301580
1976,01/01/1976,Agricultural land (sq. km),South Africa,943820
1976,01/01/1976,CO2 emissions (kt),Argentina,99786.404
1976,01/01/1976,CO2 emissions (kt),Australia,174244.839
1976,01/01/1976,CO2 emissions (kt),Brazil,155154.437
1976,01/01/1976,CO2 emissions (kt),Canada,399317.965
1976,01/01/1976,CO2 emissions (kt),China,1196193.735
1976,01/01/1976,CO2 emissions (kt),Germany,929973.202
1976,01/01/1976,CO2 emissions (kt),European Union,4331569.684
1976,01/01/1976,CO2 emissions (kt),France,505602.293
1976,01/01/1976,CO2 emissions (kt),United Kingdom,598912.775
1976,01/01/1976,CO2 emissions (kt),Indonesia,61810.952
1976,01/01/1976,CO2 emissions (kt),India,263785.645
1976,01/01/1976,CO2 emissions (kt),Italy,367312.389
1976,01/01/1976,CO2 emissions (kt),Japan,908902.62
1976,01/01/1976,CO2 emissions (kt),South Korea,93306.815
1976,01/01/1976,CO2 emissions (kt),Mexico,184138.405
1976,01/01/1976,CO2 emissions (kt),Russia,2078668.286
1976,01/01/1976,CO2 emissions (kt),Saudi Arabia,101550.231
1976,01/01/1976,CO2 emissions (kt),Turkey,73721.368
1976,01/01/1976,CO2 emissions (kt),United States,4613100.668
1976,01/01/1976,CO2 emissions (kt),South Africa,193115.221
1976,01/01/1976,Forest area (sq. km),Argentina,347930
1976,01/01/1976,Forest area (sq. km),Australia,1285410
1976,01/01/1976,Forest area (sq. km),Brazil,5467050
1976,01/01/1976,Forest area (sq. km),Canada,3482730
1976,01/01/1976,Forest area (sq. km),China,1571405.938
1976,01/01/1976,Forest area (sq. km),Germany,113000
1976,01/01/1976,Forest area (sq. km),European Union,1479241.502
1976,01/01/1976,Forest area (sq. km),France,144360
1976,01/01/1976,Forest area (sq. km),United Kingdom,27780
1976,01/01/1976,Forest area (sq. km),Indonesia,1185450
1976,01/01/1976,Forest area (sq. km),India,639390
1976,01/01/1976,Forest area (sq. km),Italy,75900
1976,01/01/1976,Forest area (sq. km),Japan,249500
