Country,Sector,Indicator,Definition,Unit,References
USA,Electricity,Renewables generation capacity,Totall installed capacity of renewable energy. ,GW,Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity Capacity: Electric power sector: Power Only: Reference case Available at: http://www.eia.gov/outlooks/aeo/
USA,Electricity,Renewables generation capacity growth rates,Growth rates of installed renewable electricity capacity. ,% / year,Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity Capacity: Electric power sector: Power Only: Reference case Available at: http://www.eia.gov/outlooks/aeo/
USA,Electricity,Fossil generation capacity,Total installed capacity of electricity generation from fossil fuels. ,GW,Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity Capacity: Electric power sector: Power Only: Reference case Available at: http://www.eia.gov/outlooks/aeo/
USA,Electricity,Fossil generation capacity growth rates,Growth rate of installed fossil fuel powered electricity generation capacity. ,% / year,Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity Capacity: Electric power sector: Power Only: Reference case Available at: http://www.eia.gov/outlooks/aeo/
USA,Electricity,Coal power share in total electricity generation,Coal power share in total electricity generation,% of coal in electricity generation,Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity: Total Electricity Generation by Fuel: Coal: Reference case and Electricity: Total Electricity Generation: Reference case
USA,Transport: Road,Modal split,Modal split,% private cars and motorcycles,"ICCT Global Transportation Roadmap Model, August 2017 version (2017), available via http://www.theicct.org/transportation-roadmap"
USA,Transport: Road,Road transport emissions intensity,CO2 emission per vehicle kilometre,kg CO2 / vkm,"Energy Information Administration (2019). Annual Energy Outlook 2019. Transportation: Travel Indicators: Light-Duty Vehicles <= 8,500 lbs: Reference case and Carbon Dioxide: Transportation: Light-Duty Vehicles: Reference case. Available at: http://www.eia.gov/outlooks/aeo/"
USA,Transport: Road,Road transport biofuel/electrification,Biofuels and electrification in road transport,% biofuels or electric,Energy Information Administration (2019). Annual Energy Outlook 2019.Transportation Energy.  Renewable Energy: Marketed Use: Transportation: Reference case . Available at: http://www.eia.gov/outlooks/aeo/
USA,Transport: Road,EVs per capita,Amount of EVs per 1000 capita,EVs / 1000 cap,"EV stock:
Energy Information Administration (2019). Annual Energy Outlook 2019. Transportation: Light-Duty Electric Vehicles (cars and trucks) Stock: Reference scenario (includes hybrid vehicles)

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Transport: Road,EV market shares,Share of EVs in total new sales of LDVs per year. ,% of LDVs sold / year,"Energy Information Administration (2019). Annual Energy Outlook 2019:
- Transportation: Light-Duty Vehicle Sales (cars and trucks): Total new car: Reference scenario 
- Transportation: Light-Duty Electric Vehicle Sales (cars and trucks): Reference scenario (includes hybrid vehicles)"
USA,Transport: Road,Sales of new EVs,Number of electric vehicles sold per year. ,number Evs sold,Energy Information Administration (2019). Annual Energy Outlook 2019. Transportation: Light-Duty Electric Vehicle Sales (cars and trucks): Reference scenario (includes hybrid vehicles)
USA,Transport: Aviation,Aviation activity,Passenger flux per capita,pkm / cap,"ICCT Global Transportation Roadmap Model, August 2017 version (2017), available via http://www.theicct.org/transportation-roadmap"
USA,Buildings,Buildings activity (residential),Residential building area per capita,m² / cap,"Floorspace: 
Energy Information Administration (2019). Annual Energy Outlook 2019.
Energy Information Administration (2017). Annual Energy Outlook 2017. Residential: Total Floorspace: Total: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Buildings,Buildings activity (commercial),Commercial building area per capita,m² / cap,"Floorspace: 
Energy Information Administration (2019). Annual Energy Outlook 2019.
Energy Information Administration (2017). Annual Energy Outlook 2017. Commercial: Total Floorspace: Total: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Buildings,Buildings emissions intensity (residential),CO2 emissions per residential building area,kg CO2 / m²,Energy Information Administration (2019). Annual Energy Outlook 2019. Residential: Total Floorspace: Total: Reference case and Carbon Dioxide: Residential: Total: Reference case. Available at: http://www.eia.gov/outlooks/aeo/
USA,Buildings,Buildings emissions intensity (commercial),CO2 emissions per commercial building area,kg CO2 / m²,"Energy Information Administration (2019). Annual Energy Outlook 2019.
Energy Information Administration (2017). Annual Energy Outlook 2017. Commercial: Total Floorspace: Total: Reference case and Carbon Dioxide: Commercial: Total: Reference case. Available at: http://www.eia.gov/outlooks/aeo/"
USA,Buildings,Buildings emissions intensity (per capita),Total building CO2 emissions per capita,t CO2 / cap,"Emissions: 
Energy Information Administration (2019). Annual Energy Outlook 2019.
Energy Information Administration (2017). Annual Energy Outlook 2017. Carbon Dioxide: Commercial/Residential: Total: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Forestry,Forestry activity,Forest area (indexed to base year),ha of forest (indexed to 1990),"USDA (2016).  USDA Integrated Projections for Agriculture and Forest Sector Land Use, Land Use Change, and GHG emissions and removals: 2015 to 2060. https://www.usda.gov/oce/climate_change/mitigation_technologies/Projections2015documentation01192016.docx

1990 levels: 
USDA (2012). U.S. Forest Resource Facts and Historical Trends. https://www.fia.fs.fed.us/library/brochures/docs/2012/ForestFacts_1952-2012_English.pdf"
USA,Agriculture,Agriculture activity (meat): consumption,Meat calorie consumption per capita,meat kcal / cap / day,"Meat Consumption: 

OECD-FAO (2017). Agricultural Outlook 2017. Link: http://stats.oecd.org/viewhtml.aspx?QueryId=76858&vh=0000&vf=0&l&il=&lang=en#



Population: 

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 



"
USA,Agriculture,Agriculture activity (meat): production,Meat production per capita,meat kg / cap / day,"Meat Production: 

OECD-FAO (2017). Agricultural Outlook 2017. Link: http://stats.oecd.org/viewhtml.aspx?QueryId=76858&vh=0000&vf=0&l&il=&lang=en#



Population: 

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 



"
USA,Waste,Waste activity,Amount of waste per capita,t waste / cap,World Bank (2012).  What a Waste: A Global Review of Solid Waste Management.  https://siteresources.worldbank.org/INTURBANDEVELOPMENT/Resources/336387-1334852610766/What_a_Waste2012_Final.pdf
USA,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Emissions (excluding LULUCF): 
Climate Action Tracker (2017). USA. Link: http://climateactiontracker.org/countries/usa.html

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Macro,Primary energy supply per capita,Primary energy supply per capita,GJ (primary) / cap,"Energy: 
Energy Information Administration (2019). Annual Energy Outlook 2019. Energy Use & Related Statistics: Total Energy Use: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

IEA. (2019). Based on IEA data from Energy Statistics and Balances 2019 © OECD/IEA[2017], www.iea.org/statistics, Licence: www.iea.org/t&c; as modified by the Climate Action Tracker.

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Macro,Final energy demand per capita,Final energy demand per capita,GJ (final) / cap,"Energy: 
Energy Information Administration (2019). Annual Energy Outlook 2019. Energy Use & Related Statistics: Total Energy Use: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

IEA. (2019). Based on IEA data from Energy Statistics and Balances 2019 © OECD/IEA[2017], www.iea.org/statistics, Licence: www.iea.org/t&c; as modified by the Climate Action Tracker.

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"Energy Information Administration (2017). Annual Energy Outlook 2017. Energy Use & Related Statistics: Gross Domestic Product/Population: Reference case without Clean Power Plan. Available at: http://www.eia.gov/outlooks/aeo/

World Bank (2017). 

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
USA,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Emissions (excluding LULUCF): 
Climate Action Tracker (2017). USA. Link: http://climateactiontracker.org/countries/usa.html

GDP: 
World Bank (2017)."
USA,Macro,Primary energy intensity of GDP,Primary energy supply per GDP,TJ (primary) / mln. USD2012 (PPP),"Energy: 
Energy Information Administration (2019). Annual Energy Outlook 2019. Energy Use & Related Statistics: Total Energy Use: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

IEA. (2017). Based on IEA data from Energy Statistics and Balances 2017 © OECD/IEA[2017], www.iea.org/statistics, Licence: www.iea.org/t&c; as modified by the Climate Action Tracker. 

GDP: 
World Bank (2017). 

Energy Information Administration (2017). Annual Energy Outlook 2017. Energy Use & Related Statistics: Gross Domestic Product: Reference case without Clean Power Plan. Available at: http://www.eia.gov/outlooks/aeo/"
USA,Macro,Final energy intensity of GDP,Final energy demand per GDP,TJ (final) / mln. USD2012 (PPP),"Energy: 
Energy Information Administration (2017). Annual Energy Outlook 2017. Energy Use & Related Statistics: Delivered Energy Use: Reference case without Clean Power Plan. Available at: http://www.eia.gov/outlooks/aeo/

IEA. (2017). Based on IEA data from Energy Statistics and Balances 2017 © OECD/IEA[2017], www.iea.org/statistics, Licence: www.iea.org/t&c; as modified by the Climate Action Tracker. 

GDP: 
World Bank (2017). 

Energy Information Administration (2017). Annual Energy Outlook 2017. Energy Use & Related Statistics: Gross Domestic Product: Reference case without Clean Power Plan. Available at: http://www.eia.gov/outlooks/aeo/"
USA,Macro,Emissions intensity of energy,Energy-related CO2 emissions per unit primary energy supply,tCO2 / TJ (primary),Energy Information Administration (2019). Annual Energy Outlook 2019. Energy Use & Related Statistics: Total Energy Use: Reference case and Energy Use & Related Statistics: Carbon Dioxide Emissions: Reference case. Available at: http://www.eia.gov/outlooks/aeo/
USA,Macro,Fossil fuel share,Fossil fuels in primary energy demand,% fossil fuels,"Energy Information Administration (2019). Annual Energy Outlook 2019. Total Energy: Use: Liquid Fuels, Natural Gas, and Coal: Reference case 9. Available at: http://www.eia.gov/outlooks/aeo/"
USA,Macro,Coal share,Coal in primary energy demand,% coal,Energy Information Administration (2019). Annual Energy Outlook 2019. Total Energy: Use: Coal: Reference case 9. Available at: http://www.eia.gov/outlooks/aeo/
USA,Macro,Total GHG emissions from buildings,Total greenhouse gas emissions from the building sector,Mt CO2e,"Energy Information Administration (2019). Annual Energy Outlook 2019. From Carbon Dioxide: Residential & Commercial: Reference Case 
Environmental Protection Agency (EPA, 2019) for historical values (2015)"
USA,Macro,Total GHG emissions from transport,Total greenhouse gas emissions from the transport sector,Mt CO2e,"Energy Information Administration (2019). Annual Energy Outlook 2019. From Carbon Dioxide: Transport: Reference Case 
Environmental Protection Agency (EPA, 2019) for historical values (2015)"
USA,Macro,Total GHG emissions from industry,Total greenhouse gas emissions from industry,Mt CO2e,"Energy Information Administration (2019). Annual Energy Outlook 2019. 
- Energy related emissions: From Carbon Dioxide: Industry: Reference Case
- Industrial processes emissions: 2nd Biannual Update Report. 
- Historical values (2015): Environmental Protection Agency (EPA, 2019) "
USA,Macro,Total GHG emissions from Agriculture,Total greenhouse gas emissions from agriculture,Mt CO2e,"2nd Biannual Update Report. 
Environmental Protection Agency (EPA, 2019) for historical values (2015)"
USA,Macro,Total GHG emissions from Waste,Total greenhouse gas emissions from waste,Mt CO2e,"2nd Biannual Update Report. 
Environmental Protection Agency (EPA, 2019) for historical values (2015)"
USA,Macro,Total fossil CO2 emissions,Total fossil CO2 emissions,Mt CO2e,Energy Information Administration (2019). Annual Energy Outlook 2019. From Carbon Dioxide: Total by fuel: Reference Case
USA,Macro,Oil share in Primary Energy,Share of oil in the total primary energy supply. ,%,Energy Information Administration (2019). Annual Energy Outlook 2019. From Total Energy: Production: Reference Case 
USA,Macro,Gas share in Primary Energy,Share of gas in the total primary energy supply. ,%,Energy Information Administration (2019). Annual Energy Outlook 2019. From Total Energy: Production: Reference Case 
USA,Macro,Nuclear share in Primary Energy,Share of nuclear in the total primary energy supply. ,%,Energy Information Administration (2019). Annual Energy Outlook 2019. From Total Energy: Production: Reference Case 
USA,Macro,Renewable share in Primary Energy,Share of renewables in the total primary energy supply (excluding hydro power).,%,Energy Information Administration (2019). Annual Energy Outlook 2019. From Total Energy: Production: Reference Case 
USA,Macro,Hydro share in Primary Energy,Share of Hydro in the total primary energy supply.,%,Energy Information Administration (2019). Annual Energy Outlook 2019. From Total Energy: Production: Reference Case 
USA,Macro,Population,The total population of the country that we use for the calculating any indicators that are measured per capita. ,million people,"United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
